Target_ID,Ground_Truth_Label,Prob_1D,Prob_2D,Delta
10475,0,8.2267235e-07,1.6112001e-07,6.6155235e-07
10476,0,2.7640938e-29,6.012381e-06,6.012381e-06
10477,0,1.3911895e-36,1.4064995e-07,1.4064995e-07
10478,0,5.534985e-32,4.597061e-06,4.597061e-06
10479,0,8.995494e-15,1.1908247e-05,1.1908247e-05
10480,0,7.439645e-25,3.8514278e-05,3.8514278e-05
10481,0,7.4423485e-23,2.3002008e-07,2.3002008e-07
10482,0,1.6423476e-33,9.254492e-06,9.254492e-06
10483,0,3.1011145e-26,4.7121839e-07,4.7121839e-07
10484,0,2.357724e-06,3.913746e-06,1.5560217e-06
10485,0,1.7482671e-28,0.00018465896,0.00018465896
10486,0,2.3257697e-38,7.243884e-08,7.243884e-08
10487,0,2.5257792e-34,0.005630873,0.005630873
10488,0,2.2215432e-16,5.202055e-06,5.202055e-06
10489,0,2.4985113e-23,1.5713416e-05,1.5713416e-05
10490,0,9.95285e-30,7.795839e-07,7.795839e-07
10491,0,1.3550964e-27,5.758983e-06,5.758983e-06
10492,0,2.5350453e-27,5.4666063e-05,5.4666063e-05
10493,0,1.6088623e-25,1.8078541e-05,1.8078541e-05
10494,0,2.9410252e-23,6.730927e-07,6.730927e-07
10495,0,5.6401065e-32,1.1807591e-05,1.1807591e-05
10496,0,9.493085e-24,3.239567e-07,3.239567e-07
10497,0,1.9863326e-24,6.2058853e-06,6.2058853e-06
10498,0,1.1674266e-12,0.0015868052,0.0015868052
10499,0,6.2352584e-28,2.4057021e-08,2.4057021e-08
10500,0,0.0,5.033301e-05,5.033301e-05
10501,0,6.598067e-28,7.2317325e-06,7.2317325e-06
10502,0,5.079588e-13,0.00010643365,0.00010643365
10503,0,0.0,1.8564844e-05,1.8564844e-05
10504,0,4.122078e-25,0.0002807075,0.0002807075
10505,0,4.2376508e-35,1.269578e-05,1.269578e-05
10506,0,4.694601e-38,5.8259557e-06,5.8259557e-06
10507,0,2.2655312e-17,0.00027184756,0.00027184756
10508,0,8.4262326e-26,2.5951393e-05,2.5951393e-05
10509,0,1.5637684e-28,6.417838e-05,6.417838e-05
10510,0,1.6790156e-22,0.001961473,0.001961473
10511,0,7.834204e-13,0.0013815479,0.0013815479
10512,0,0.0,1.03742095e-05,1.03742095e-05
10513,0,1.9824445e-06,5.5618766e-06,3.5794321e-06
10514,0,1.4382213e-22,1.9080987e-06,1.9080987e-06
10515,0,0.0,9.01636e-07,9.01636e-07
10516,0,7.201773e-30,4.155502e-05,4.155502e-05
10517,0,1.0,0.0001598148,0.9998402
10518,0,4.113741e-31,2.3647346e-05,2.3647346e-05
10519,0,1.066886e-28,4.612778e-05,4.612778e-05
10520,0,3.1558955e-31,5.593536e-05,5.593536e-05
10521,0,3.6188308e-24,3.8204842e-05,3.8204842e-05
10522,0,2.2986414e-28,2.3532546e-05,2.3532546e-05
10523,0,6.676817e-34,2.485406e-05,2.485406e-05
10524,0,1.7946911e-27,2.6376657e-08,2.6376657e-08
10525,0,1.1344991e-28,3.0116328e-06,3.0116328e-06
10526,0,2.0949462e-24,2.0482282e-06,2.0482282e-06
10527,0,2.230869e-37,8.12762e-05,8.12762e-05
10528,0,4.1128667e-36,9.500463e-05,9.500463e-05
10529,0,7.264524e-21,4.975282e-06,4.975282e-06
10530,0,1.9264732e-34,1.4151683e-05,1.4151683e-05
10531,0,4.774381e-27,0.00080828107,0.00080828107
10532,0,1.4878633e-33,6.3635252e-06,6.3635252e-06
10533,0,1.1260776e-29,4.7567934e-08,4.7567934e-08
10534,0,6.4580803e-25,4.216479e-06,4.216479e-06
10535,0,6.9070908e-15,0.00010564214,0.00010564214
10536,0,1.894492e-29,0.00026394805,0.00026394805
10537,0,8.076209e-26,5.3807963e-07,5.3807963e-07
10538,0,1.7056282e-26,5.972652e-08,5.972652e-08
10539,0,1.0181286e-24,0.0002270059,0.0002270059
10540,0,8.9763323e-38,2.4181702e-06,2.4181702e-06
10541,0,3.9675486e-27,2.2171282e-06,2.2171282e-06
10542,0,4.5624125e-25,6.331003e-08,6.331003e-08
10543,0,8.213653e-28,0.001587857,0.001587857
10544,0,6.3424893e-29,0.00025838354,0.00025838354
10545,0,2.3761548e-27,5.429815e-06,5.429815e-06
10546,0,9.386801e-28,3.03598e-06,3.03598e-06
10547,0,1.27919476e-23,1.7092163e-05,1.7092163e-05
10548,0,5.645372e-20,1.869814e-05,1.869814e-05
10549,0,1.0386583e-14,0.00019163125,0.00019163125
10550,0,2.1619325e-25,1.9059968e-07,1.9059968e-07
10551,0,0.0,1.9435578e-07,1.9435578e-07
10552,0,2.2907353e-37,3.555178e-05,3.555178e-05
10553,0,1.2311508e-25,5.8587466e-05,5.8587466e-05
10554,0,3.389691e-27,0.00033658935,0.00033658935
10555,0,9.525379e-23,4.494965e-08,4.494965e-08
10556,0,1.8099685e-11,4.205691e-05,4.205689e-05
10557,0,5.465662e-32,5.4743065e-05,5.4743065e-05
10558,0,0.0,0.000585348,0.000585348
10559,0,1.3559013e-30,3.1841452e-07,3.1841452e-07
10560,0,7.359755e-27,2.102373e-07,2.102373e-07
10561,0,1.2375887e-16,5.9775015e-05,5.9775015e-05
10562,0,9.7181254e-26,1.7231276e-06,1.7231276e-06
10563,0,3.1045236e-26,6.8402227e-07,6.8402227e-07
10564,0,0.0,5.322498e-06,5.322498e-06
10565,0,5.923393e-27,7.284711e-05,7.284711e-05
10566,0,3.8225387e-24,2.3481828e-06,2.3481828e-06
10567,0,9.202797e-26,1.2921695e-05,1.2921695e-05
10568,0,8.676893e-38,1.5415204e-05,1.5415204e-05
10569,0,1.9900905e-28,1.5410481e-07,1.5410481e-07
10570,0,6.1816985e-32,8.130137e-06,8.130137e-06
10571,0,1.0,0.0001028222,0.9998972
10572,0,2.2291429e-36,2.0583187e-07,2.0583187e-07
10573,0,3.875332e-26,5.7622965e-05,5.7622965e-05
10574,0,6.777822e-27,7.3920455e-06,7.3920455e-06
10575,0,1.5056396e-30,1.0147258e-05,1.0147258e-05
10576,0,4.3473413e-34,6.321788e-06,6.321788e-06
10577,0,2.6075385e-33,7.541469e-06,7.541469e-06
10578,0,1.1767502e-25,2.397986e-05,2.397986e-05
10579,0,7.133664e-29,3.3462595e-06,3.3462595e-06
10580,0,8.8494255e-27,1.3803458e-05,1.3803458e-05
10581,0,8.5639024e-23,7.863706e-07,7.863706e-07
10582,0,1.1800382e-29,0.00023632208,0.00023632208
10583,0,3.3552057e-17,2.1471224e-06,2.1471224e-06
10584,0,6.741657e-38,3.0071183e-06,3.0071183e-06
10585,0,1.0888653e-30,2.0651867e-06,2.0651867e-06
10586,0,1.647611e-19,1.1211077e-05,1.1211077e-05
10587,0,1.5788845e-37,2.0864138e-06,2.0864138e-06
10588,0,4.059667e-28,6.524334e-05,6.524334e-05
10589,0,8.274478e-35,5.305567e-07,5.305567e-07
10590,0,0.0,2.0768773e-07,2.0768773e-07
10591,0,3.415469e-27,2.5323427e-05,2.5323427e-05
10592,0,3.1559193e-24,0.00022134231,0.00022134231
10593,0,1.1902209e-11,3.4863483e-06,3.4863365e-06
10594,0,2.3494425e-25,0.00015554464,0.00015554464
10595,0,4.78917e-29,4.0936354e-07,4.0936354e-07
10596,0,9.780135e-08,4.2224306e-06,4.1246294e-06
10597,0,6.284256e-29,2.3674174e-05,2.3674174e-05
10598,0,9.9015675e-24,7.435754e-06,7.435754e-06
10599,0,1.5958588e-36,2.6787022e-06,2.6787022e-06
10600,0,2.2249751e-26,0.0017763529,0.0017763529
10601,0,8.3023265e-29,1.1379562e-06,1.1379562e-06
10602,0,2.6759036e-38,3.750345e-05,3.750345e-05
10603,0,8.82739e-24,0.0001373937,0.0001373937
10604,0,7.0973716e-30,5.306933e-06,5.306933e-06
10605,0,1.7398539e-25,2.6671105e-05,2.6671105e-05
10606,0,0.0,5.140386e-06,5.140386e-06
10607,0,6.493943e-27,1.8042716e-05,1.8042716e-05
10608,0,1.6374998e-32,2.9133373e-06,2.9133373e-06
10609,0,1.7161202e-29,4.331691e-06,4.331691e-06
10610,0,8.871818e-31,4.2364773e-05,4.2364773e-05
10611,0,2.3252313e-28,0.00011336773,0.00011336773
10612,0,0.0,5.4469915e-06,5.4469915e-06
10613,0,7.444136e-31,9.0174384e-05,9.0174384e-05
10614,0,6.748396e-24,4.818266e-07,4.818266e-07
10615,0,1.2756682e-28,4.869868e-07,4.869868e-07
10616,0,1.9314155e-29,2.2689635e-06,2.2689635e-06
10617,0,1.1021417e-31,2.1116764e-06,2.1116764e-06
10618,0,1.5752075e-31,3.2620494e-07,3.2620494e-07
10619,0,0.07666353,7.5442986e-05,0.07658809
10620,0,5.4913872e-33,6.3212865e-05,6.3212865e-05
10621,0,3.4400376e-28,3.116304e-06,3.116304e-06
10622,0,1.7355487e-21,4.7864496e-06,4.7864496e-06
10623,0,7.932217e-33,4.6327628e-07,4.6327628e-07
10624,0,4.375816e-31,2.9156834e-06,2.9156834e-06
10625,0,3.8453382e-32,7.961884e-06,7.961884e-06
10626,0,3.2299004e-29,0.00011642195,0.00011642195
10627,0,0.0,2.749159e-05,2.749159e-05
10628,0,6.2432936e-31,1.0717093e-05,1.0717093e-05
10629,0,7.133923e-18,3.0984796e-07,3.0984796e-07
10630,0,1.6670924e-31,0.00024179327,0.00024179327
10631,0,5.5028366e-33,9.0811e-08,9.0811e-08
10632,0,6.1604293e-28,7.922407e-06,7.922407e-06
10633,0,1.944127e-13,0.00017749258,0.00017749258
10634,0,7.035885e-29,8.384502e-06,8.384502e-06
10635,0,6.106432e-35,2.0876759e-07,2.0876759e-07
10636,0,7.444784e-25,3.0552187e-06,3.0552187e-06
10637,0,1.5959202e-27,1.9006375e-05,1.9006375e-05
10638,0,6.7317815e-18,0.00017474729,0.00017474729
10639,0,5.2697367e-28,6.2247395e-06,6.2247395e-06
10640,0,3.878125e-27,3.091971e-07,3.091971e-07
10641,0,7.045073e-28,3.5878576e-05,3.5878576e-05
10642,0,2.5270489e-21,0.00017014908,0.00017014908
10643,0,2.110311e-35,9.672761e-05,9.672761e-05
10644,0,1.418952e-15,0.0004249515,0.0004249515
10645,0,0.0,3.5745146e-07,3.5745146e-07
10646,0,8.5466295e-14,3.2770416e-07,3.2770407e-07
10647,0,4.4736176e-19,9.766348e-06,9.766348e-06
10648,0,3.1685657e-36,4.3301247e-06,4.3301247e-06
10649,0,3.849775e-30,0.000112912654,0.000112912654
10650,0,2.9977245e-32,6.8686717e-07,6.8686717e-07
10651,0,6.981071e-24,9.500299e-05,9.500299e-05
10652,0,1.6505321e-24,7.4600375e-06,7.4600375e-06
10653,0,3.3200355e-27,0.00015305512,0.00015305512
10654,0,3.826713e-31,4.7645435e-06,4.7645435e-06
10655,0,4.533575e-34,1.7951663e-05,1.7951663e-05
10656,0,1.664979e-35,1.3112918e-05,1.3112918e-05
10657,0,8.343016e-17,0.00029617044,0.00029617044
10658,0,3.4739963e-27,2.3106e-07,2.3106e-07
10659,0,8.642721e-33,7.597545e-06,7.597545e-06
10660,0,7.768847e-29,1.101276e-05,1.101276e-05
10661,0,7.829024e-16,5.2681855e-05,5.2681855e-05
10662,0,0.0,1.5639749e-06,1.5639749e-06
10663,0,3.7999745e-24,0.0001413274,0.0001413274
10664,0,4.4612502e-24,6.2807514e-05,6.2807514e-05
10665,0,0.0,3.279925e-05,3.279925e-05
10666,0,1.1515932e-25,1.3851756e-06,1.3851756e-06
10667,0,9.388355e-25,1.1246794e-08,1.1246794e-08
10668,0,1.3603912e-33,2.6050675e-05,2.6050675e-05
10669,0,1.0412029e-26,2.2125637e-06,2.2125637e-06
10670,0,3.8066818e-29,1.5540772e-06,1.5540772e-06
10671,0,0.7962087,8.0732696e-07,0.79620785
10672,0,1.264269e-36,7.8243165e-06,7.8243165e-06
10673,0,1.8442478e-31,1.4706983e-05,1.4706983e-05
10674,0,0.9999975,5.6632994e-06,0.99999183
10675,0,1.1692074e-30,3.0092413e-06,3.0092413e-06
10676,0,0.0,1.3457437e-06,1.3457437e-06
10677,0,3.1342214e-13,6.35169e-07,6.3516865e-07
10678,0,1.1133298e-33,5.1091476e-05,5.1091476e-05
10679,0,2.7119266e-35,2.614562e-06,2.614562e-06
10680,0,1.1705876e-21,4.003836e-07,4.003836e-07
10681,0,9.832878e-31,5.9586e-07,5.9586e-07
10682,0,3.496315e-14,8.379218e-06,8.379218e-06
10683,0,2.0332597e-30,1.6016592e-06,1.6016592e-06
10684,0,1.1832261e-35,0.00023651501,0.00023651501
10685,0,5.315545e-29,7.340463e-07,7.340463e-07
10686,0,9.057356e-33,5.242711e-06,5.242711e-06
10687,0,5.2681666e-22,6.2336096e-07,6.2336096e-07
10688,0,6.661536e-24,1.889084e-07,1.889084e-07
10689,0,6.944992e-18,2.0696178e-05,2.0696178e-05
10690,0,2.142719e-26,1.9249273e-05,1.9249273e-05
10691,0,0.0,3.3883413e-07,3.3883413e-07
10692,0,8.202139e-33,9.499983e-06,9.499983e-06
10693,0,8.4561464e-26,6.1874124e-07,6.1874124e-07
10694,0,8.9665035e-17,2.095385e-06,2.095385e-06
10695,0,1.7954715e-19,0.00014550932,0.00014550932
10696,0,4.0776315e-32,4.9512078e-06,4.9512078e-06
10697,0,2.2419245e-30,1.7827242e-05,1.7827242e-05
10698,0,6.3312086e-08,2.0650625e-06,2.0017505e-06
10699,0,2.3468766e-28,4.2183802e-07,4.2183802e-07
10700,0,0.0,2.7735163e-07,2.7735163e-07
10701,0,7.2090405e-26,4.3861204e-05,4.3861204e-05
10702,0,6.694378e-30,6.1008914e-06,6.1008914e-06
10703,0,8.562507e-28,1.688399e-07,1.688399e-07
10704,0,5.9755676e-20,0.00037988307,0.00037988307
10705,0,9.221671e-25,3.7865673e-06,3.7865673e-06
10706,0,4.137627e-25,1.8410134e-06,1.8410134e-06
10707,0,5.908036e-23,2.3203074e-07,2.3203074e-07
10708,0,1.522567e-17,3.518569e-05,3.518569e-05
10709,0,8.240081e-35,1.6845483e-05,1.6845483e-05
10710,0,4.20063e-37,1.6512294e-07,1.6512294e-07
10711,0,2.5972146e-25,4.5598008e-05,4.5598008e-05
10712,0,7.797681e-28,2.419286e-05,2.419286e-05
10713,0,1.0239116e-26,6.844584e-05,6.844584e-05
10714,0,9.672252e-28,3.821653e-05,3.821653e-05
10715,0,2.8661466e-20,0.00018299241,0.00018299241
10716,0,0.0,6.6428133e-06,6.6428133e-06
10717,0,3.8056446e-18,2.593298e-07,2.593298e-07
10718,0,8.852284e-23,5.9752445e-05,5.9752445e-05
10719,0,1.2363612e-32,1.7278633e-05,1.7278633e-05
10720,0,1.5781772e-33,0.00027818,0.00027818
10721,0,2.9128282e-33,6.407943e-05,6.407943e-05
10722,0,3.970027e-14,4.7021963e-06,4.7021963e-06
10723,0,4.8714793e-10,3.6576774e-05,3.6576286e-05
10724,0,0.0,7.121138e-08,7.121138e-08
10725,0,1.9785805e-17,1.7720185e-05,1.7720185e-05
10726,0,1.0584543e-28,2.8434168e-05,2.8434168e-05
10727,0,4.631448e-33,3.214617e-07,3.214617e-07
10728,0,1.7762674e-34,2.6476908e-05,2.6476908e-05
10729,0,2.702743e-36,7.320184e-05,7.320184e-05
10730,0,1.5537283e-18,2.147071e-05,2.147071e-05
10731,0,1.8469593e-30,2.7054439e-08,2.7054439e-08
10732,0,2.48557e-25,5.7178618e-06,5.7178618e-06
10733,0,6.854509e-17,1.1021502e-06,1.1021502e-06
10734,0,2.9852986e-31,6.4264145e-07,6.4264145e-07
10735,0,6.1833003e-25,2.899767e-07,2.899767e-07
10736,0,9.671553e-35,1.9373656e-05,1.9373656e-05
10737,0,9.134364e-30,2.957785e-06,2.957785e-06
10738,0,8.078668e-35,2.3027495e-05,2.3027495e-05
10739,0,1.3242363e-19,6.17743e-06,6.17743e-06
10740,0,0.0,1.3416557e-05,1.3416557e-05
10741,0,0.0,1.1041134e-06,1.1041134e-06
10742,0,1.00101396e-32,3.0434003e-05,3.0434003e-05
10743,0,0.0,6.3337843e-06,6.3337843e-06
10744,0,9.171648e-32,6.019393e-08,6.019393e-08
10745,0,1.1897146e-30,8.621827e-06,8.621827e-06
10746,0,9.741228e-22,0.0004881105,0.0004881105
10747,0,1.0379399e-32,1.9007383e-07,1.9007383e-07
10748,0,3.8501906e-28,8.143171e-07,8.143171e-07
10749,0,1.1293946e-22,4.8615075e-05,4.8615075e-05
10750,0,4.6567916e-22,1.0397558e-06,1.0397558e-06
10751,0,9.087756e-38,3.4673775e-08,3.4673775e-08
10752,0,2.0137932e-37,1.10798936e-07,1.10798936e-07
10753,0,1.9720032e-31,3.2327716e-08,3.2327716e-08
10754,0,1.4333492e-27,0.00010509814,0.00010509814
10755,0,1.3207845e-21,3.4807072e-06,3.4807072e-06
10756,0,7.496106e-33,2.4776862e-05,2.4776862e-05
10757,0,5.0692007e-32,3.0979334e-07,3.0979334e-07
10758,0,1.0178086e-13,6.566445e-09,6.5663435e-09
10759,0,5.314159e-17,9.028871e-06,9.028871e-06
10760,0,1.9781473e-05,4.4711996e-07,1.9334353e-05
10761,0,2.2443963e-31,0.0001330483,0.0001330483
10762,0,0.0,2.0212983e-06,2.0212983e-06
10763,0,1.5414958e-32,0.00056860765,0.00056860765
10764,0,3.4844478e-31,1.5846089e-07,1.5846089e-07
10765,0,3.0061811e-21,8.465709e-06,8.465709e-06
10766,0,1.4636708e-29,0.0003177449,0.0003177449
10767,0,4.547301e-30,0.0008564219,0.0008564219
10768,0,9.100727e-31,2.751601e-05,2.751601e-05
10769,0,1.10869725e-11,7.1455197e-06,7.145509e-06
10770,0,0.00036954787,3.0601616e-06,0.00036648771
10771,0,1.6701877e-29,5.542603e-06,5.542603e-06
10772,0,1.11600925e-17,4.6622628e-07,4.6622628e-07
10773,0,9.5253764e-30,6.9868406e-06,6.9868406e-06
10774,0,9.99719e-28,7.857717e-08,7.857717e-08
10775,0,3.1844493e-08,5.790654e-06,5.7588095e-06
10776,0,3.842964e-24,1.0115191e-05,1.0115191e-05
10777,0,8.038312e-26,0.0004462799,0.0004462799
10778,0,1.3132378e-29,9.025437e-06,9.025437e-06
10779,0,4.7312035e-31,7.7905264e-05,7.7905264e-05
10780,0,7.766895e-21,1.3466654e-05,1.3466654e-05
10781,0,1.14663536e-10,6.908862e-05,6.9088506e-05
10782,0,3.3006482e-29,3.670375e-05,3.670375e-05
10783,0,1.0855581e-26,2.8446353e-08,2.8446353e-08
10784,0,8.986692e-27,3.1716152e-06,3.1716152e-06
10785,0,8.4007873e-32,1.623071e-05,1.623071e-05
10786,0,9.5064296e-23,1.5686046e-05,1.5686046e-05
10787,0,1.28399605e-30,0.00080269936,0.00080269936
10788,0,0.0,2.8943566e-06,2.8943566e-06
10789,0,4.3308894e-18,3.254775e-07,3.254775e-07
10790,0,1.4804121e-26,2.6740975e-06,2.6740975e-06
10791,0,5.276376e-21,7.5336197e-06,7.5336197e-06
10792,0,1.2726646e-35,2.3473271e-07,2.3473271e-07
10793,0,0.0,5.096552e-06,5.096552e-06
10794,0,1.7091894e-28,1.5448699e-06,1.5448699e-06
10795,0,6.636231e-29,4.4671108e-08,4.4671108e-08
10796,0,2.305686e-20,3.6974728e-07,3.6974728e-07
10797,0,4.6913478e-36,8.000481e-08,8.000481e-08
10798,0,0.0,1.0152854e-05,1.0152854e-05
10799,0,3.810895e-29,4.745602e-06,4.745602e-06
10800,0,3.8557975e-24,8.19308e-05,8.19308e-05
10801,0,3.990712e-27,2.6139812e-06,2.6139812e-06
10802,0,2.1629788e-33,4.531725e-06,4.531725e-06
10803,0,1.9809321e-29,1.2457008e-07,1.2457008e-07
10804,0,9.926778e-35,2.4031394e-06,2.4031394e-06
10805,0,4.9018415e-15,6.2015356e-06,6.2015356e-06
10806,0,8.645374e-22,1.04525325e-05,1.04525325e-05
10807,0,0.0,5.1520474e-06,5.1520474e-06
10808,0,3.362675e-25,3.7084624e-07,3.7084624e-07
10809,0,1.4530893e-29,0.00022986368,0.00022986368
10810,0,2.5667458e-29,8.854373e-07,8.854373e-07
10811,0,3.712667e-19,2.9126408e-05,2.9126408e-05
10812,0,6.346181e-25,4.4437158e-05,4.4437158e-05
10813,0,9.423495e-22,4.939438e-06,4.939438e-06
10814,0,9.6763824e-29,0.0003873522,0.0003873522
10815,0,7.5917866e-19,6.719616e-05,6.719616e-05
10816,0,0.0,2.792388e-06,2.792388e-06
10817,0,8.308853e-29,2.7497254e-06,2.7497254e-06
10818,0,2.6875678e-29,4.1571812e-07,4.1571812e-07
10819,0,1.2231798e-23,3.732114e-05,3.732114e-05
10820,0,1.2836573e-07,4.7061485e-07,3.422491e-07
10821,0,4.94476e-21,1.6693991e-06,1.6693991e-06
10822,0,0.0,3.8925064e-06,3.8925064e-06
10823,0,1.4716294e-25,7.789329e-07,7.789329e-07
10824,0,7.502841e-30,1.267733e-05,1.267733e-05
10825,0,4.0542888e-10,1.6562368e-05,1.6561962e-05
10826,0,6.638655e-31,5.859605e-06,5.859605e-06
10827,0,1.0238422e-24,2.1302037e-08,2.1302037e-08
10828,0,3.847537e-11,4.436252e-07,4.435867e-07
10829,0,3.4843333e-13,8.5009815e-06,8.5009815e-06
10830,0,4.276221e-34,5.4668403e-06,5.4668403e-06
10831,0,3.9407296e-27,2.8350419e-06,2.8350419e-06
10832,0,8.862171e-25,7.6732493e-07,7.6732493e-07
10833,0,9.457041e-33,2.8656052e-05,2.8656052e-05
10834,0,1.9226722e-32,3.6757515e-07,3.6757515e-07
10835,0,3.1671252e-30,1.1051569e-07,1.1051569e-07
10836,0,3.8648754e-10,1.0514399e-05,1.05140125e-05
10837,0,5.817925e-31,1.0543102e-06,1.0543102e-06
10838,0,2.7626242e-32,3.4834964e-05,3.4834964e-05
10839,0,8.070999e-27,0.000104704435,0.000104704435
10840,0,2.3918263e-26,0.00029273663,0.00029273663
10841,0,9.275876e-37,5.2624795e-08,5.2624795e-08
10842,0,3.2265017e-29,3.4564742e-05,3.4564742e-05
10843,0,1.9335445e-23,1.1609411e-05,1.1609411e-05
10844,0,6.61467e-30,1.4556512e-06,1.4556512e-06
10845,0,1.0660185e-22,4.5066025e-07,4.5066025e-07
10846,0,2.3173903e-24,0.000112491376,0.000112491376
10847,0,1.5968957e-11,1.3261847e-07,1.326025e-07
10848,0,3.8861542e-11,0.00015578853,0.00015578848
10849,0,3.2414116e-32,1.4182853e-05,1.4182853e-05
10850,0,2.6539762e-22,0.0003391051,0.0003391051
10851,0,2.7326442e-34,2.386119e-06,2.386119e-06
10852,0,7.322442e-30,4.8591653e-07,4.8591653e-07
10853,0,4.7201045e-36,7.587587e-05,7.587587e-05
10854,0,4.556856e-21,3.8602566e-06,3.8602566e-06
10855,0,9.527343e-37,7.1238755e-05,7.1238755e-05
10856,0,1.5157057e-17,3.921072e-06,3.921072e-06
10857,0,1.57496175e-30,0.0001009701,0.0001009701
10858,0,1.8035238e-27,0.00013919752,0.00013919752
10859,0,5.2070717e-21,1.136972e-05,1.136972e-05
10860,0,4.2590853e-12,5.423971e-07,5.4239285e-07
10861,0,6.605527e-34,2.6600617e-05,2.6600617e-05
10862,0,3.8094097e-31,4.4311914e-06,4.4311914e-06
10863,0,8.8952666e-24,3.209093e-06,3.209093e-06
10864,0,4.0923078e-26,8.783109e-06,8.783109e-06
10865,0,3.381138e-29,3.3384033e-05,3.3384033e-05
10866,0,1.5269399e-33,2.0485892e-05,2.0485892e-05
10867,0,2.7158748e-32,7.1029456e-07,7.1029456e-07
10868,0,1.0778599e-31,2.0297903e-06,2.0297903e-06
10869,0,2.7799213e-30,2.5983827e-06,2.5983827e-06
10870,0,7.2440905e-08,8.085916e-08,8.4182545e-09
10871,0,5.186977e-33,0.0005973479,0.0005973479
10872,0,6.357674e-30,0.0013223808,0.0013223808
10873,0,5.326672e-09,0.00013737602,0.00013737069
10874,0,5.4486106e-18,0.000115752584,0.000115752584
10875,0,3.6228033e-27,4.109795e-07,4.109795e-07
10876,0,9.030079e-30,3.2562393e-06,3.2562393e-06
10877,0,7.503805e-32,1.6297867e-07,1.6297867e-07
10878,0,2.7639167e-35,9.816387e-07,9.816387e-07
10879,0,4.3980905e-30,4.704892e-05,4.704892e-05
10880,0,1.1796911e-30,2.1739857e-05,2.1739857e-05
10881,0,2.5256741e-26,8.737793e-06,8.737793e-06
10882,0,1.6356164e-37,0.00028246356,0.00028246356
10883,0,1.2184485e-30,7.093805e-05,7.093805e-05
10884,0,9.78767e-31,7.7995344e-07,7.7995344e-07
10885,0,2.307846e-31,7.4360373e-06,7.4360373e-06
10886,0,2.1166596e-16,3.5602636e-05,3.5602636e-05
10887,0,7.764957e-16,9.620146e-06,9.620146e-06
10888,0,1.9534633e-18,9.0250137e-07,9.0250137e-07
10889,0,8.750253e-23,3.1437182e-06,3.1437182e-06
10890,0,7.1414673e-32,4.1085443e-07,4.1085443e-07
10891,0,2.6614113e-20,4.413686e-08,4.413686e-08
10892,0,5.682776e-07,2.3483665e-06,1.780089e-06
10893,0,2.0536042e-23,1.289692e-06,1.289692e-06
10894,0,1.9573548e-35,1.6156951e-05,1.6156951e-05
10895,0,4.5828674e-27,0.00023532311,0.00023532311
10896,0,4.219028e-24,1.765013e-07,1.765013e-07
10897,0,3.4321468e-28,7.1709405e-07,7.1709405e-07
10898,0,1.5335756e-20,4.5591636e-07,4.5591636e-07
10899,0,1.0102304e-28,2.1413556e-05,2.1413556e-05
10900,0,1.3528783e-08,8.847435e-05,8.846082e-05
10901,0,1.397558e-26,6.5100394e-05,6.5100394e-05
10902,0,3.6150668e-30,3.8745745e-07,3.8745745e-07
10903,0,8.975544e-30,2.43675e-06,2.43675e-06
10904,0,1.685493e-27,1.33519725e-05,1.33519725e-05
10905,0,3.9393726e-29,7.822963e-05,7.822963e-05
10906,0,1.0710214e-12,4.6717602e-08,4.6716533e-08
10907,0,8.330027e-35,1.0172287e-06,1.0172287e-06
10908,0,3.4157754e-38,5.6593683e-07,5.6593683e-07
10909,0,1.3391326e-16,0.00038492584,0.00038492584
10910,0,8.392822e-15,4.9460937e-06,4.9460937e-06
10911,0,1.1040523e-31,3.041103e-06,3.041103e-06
10912,0,2.5829467e-18,2.891439e-05,2.891439e-05
10913,0,2.4786193e-33,8.433119e-05,8.433119e-05
10914,0,1.2304403e-27,1.396128e-05,1.396128e-05
10915,0,4.2764526e-32,3.463713e-05,3.463713e-05
10916,0,2.8748383e-29,1.2205519e-05,1.2205519e-05
10917,0,0.0,2.9346638e-06,2.9346638e-06
10918,0,1.4500491e-30,3.8956793e-07,3.8956793e-07
10919,0,2.0157268e-25,5.524481e-07,5.524481e-07
10920,0,3.2792515e-21,9.649816e-06,9.649816e-06
10921,0,4.5572153e-31,6.162115e-07,6.162115e-07
10922,0,0.0,9.855958e-08,9.855958e-08
10923,0,6.2798244e-28,4.460854e-07,4.460854e-07
10924,0,5.929122e-24,0.00012225019,0.00012225019
10925,0,3.4501407e-29,6.8425757e-06,6.8425757e-06
10926,0,1.9344013e-37,3.2047913e-07,3.2047913e-07
10927,0,1.5218901e-28,0.00011285367,0.00011285367
10928,0,2.510915e-21,0.00014205345,0.00014205345
10929,0,0.0,6.3203476e-07,6.3203476e-07
10930,0,6.3226076e-15,4.990672e-07,4.990672e-07
10931,0,9.118234e-25,5.104797e-06,5.104797e-06
10932,0,5.604002e-28,4.953779e-08,4.953779e-08
10933,0,9.3229945e-28,0.00029494416,0.00029494416
10934,0,3.9257245e-20,0.00012131296,0.00012131296
10935,0,6.0189683e-27,1.9129309e-06,1.9129309e-06
10936,0,5.3568495e-21,4.1320677e-06,4.1320677e-06
10937,0,0.9999997,1.0231907e-06,0.9999987
10938,0,1.05749445e-19,4.6590803e-06,4.6590803e-06
10939,0,2.4707988e-21,0.00018466177,0.00018466177
