# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Feb 15 18:43:26 2026
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%false%')
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
3962872,K04539.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,25.955404400,5.9060000e-04,-5.9060000e-04,148.7989000,2.140000e-02,-2.140000e-02,0.9520,0.0030,-0.6590,8.49100,0.53400,-0.53400,1.2270e+02,1.250e+01,-1.250e+01,1.46,4.500e-01,-2.000e-01,656.0,,,43.90,40.95,-14.71,11.60,1,q1_q17_dr25_tce,6058.00,180.00,-180.00,4.408,0.087,-0.203,1.0380,0.3230,-0.1390,293.726960,39.036800,14.145
11912911,K04607.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,3.747882080,5.3810000e-05,-5.3810000e-05,134.1709000,1.320000e-02,-1.320000e-02,0.0900,0.3770,-0.0900,4.18300,0.27400,-0.27400,1.5340e+02,1.310e+01,-1.310e+01,0.94,1.800e-01,-7.000e-02,979.0,,,216.97,129.08,-53.72,13.60,1,q1_q17_dr25_tce,5340.00,175.00,-159.00,4.593,0.030,-0.120,0.7770,0.1430,-0.0610,290.960170,50.284679,15.527
7045435,K04608.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.934792550,1.8220000e-06,-1.8220000e-06,131.8857800,1.580000e-03,-1.580000e-03,1.2000,0.2350,-0.1090,4.58380,0.09310,-0.09310,2.4750e+02,3.900e+00,-3.900e+00,24.75,6.580e+00,-5.380e+00,2040.0,,,4108.03,3294.06,-1878.69,78.30,2,q1_q17_dr25_tce,6018.00,179.00,-179.00,4.330,0.180,-0.180,1.0530,0.2800,-0.2290,295.189760,42.523319,14.198
2972800,K04609.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,361.436530000,1.7600000e-02,-1.7600000e-02,421.7470000,2.580000e-02,-2.580000e-02,0.2175,0.2253,-0.2175,9.08000,0.84600,-0.84600,2.7190e+02,3.410e+01,-3.410e+01,1.56,6.100e-01,-2.400e-01,268.0,,,1.22,1.41,-0.43,10.80,,,6028.00,168.00,-153.00,4.398,0.139,-0.264,0.9380,0.3660,-0.1440,286.785220,38.151642,13.791
8573168,K04610.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,0.896282530,3.5700000e-06,-3.5700000e-06,131.5497200,3.480000e-03,-3.480000e-03,0.1760,0.2710,-0.1760,1.39700,0.11000,-0.11000,8.6400e+01,7.900e+00,-7.900e+00,0.76,1.900e-01,-7.000e-02,1670.0,,,1848.85,1526.53,-496.81,13.00,1,q1_q17_dr25_tce,5561.00,194.00,-194.00,4.572,0.040,-0.170,0.8180,0.2140,-0.0670,296.509250,44.625912,15.248
10801249,K04611.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,1.674956220,1.7190000e-05,-1.7190000e-05,131.8099000,1.080000e-02,-1.080000e-02,0.3990,0.0600,-0.3990,2.99400,0.26800,-0.26800,3.5900e+01,2.800e+00,-2.800e+00,0.77,1.700e-01,-1.200e-01,1843.0,,,2732.19,1792.21,-1003.77,15.30,1,q1_q17_dr25_tce,6323.00,158.00,-205.00,4.296,0.113,-0.137,1.2630,0.2840,-0.1900,293.467800,48.126080,13.363
3857860,K04681.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,8.234407200,1.0250000e-04,-1.0250000e-04,137.4733000,1.190000e-02,-1.190000e-02,0.8120,0.1450,-0.5950,2.80800,0.31100,-0.31100,5.9200e+01,7.300e+00,-7.300e+00,1.49,2.500e-01,-3.700e-01,1263.0,,,601.05,260.58,-280.03,11.50,1,q1_q17_dr25_tce,6148.00,82.00,-82.00,3.964,0.217,-0.108,1.7410,0.2890,-0.4340,293.445370,38.929588,12.880
5024252,K04682.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,2.150523320,2.1520000e-05,-2.1520000e-05,132.3132000,1.000000e-02,-1.000000e-02,0.0303,0.4243,-0.0302,3.44700,0.30400,-0.30400,1.1550e+02,1.220e+01,-1.220e+01,1.17,0.000e+00,0.000e+00,1410.0,,,934.17,0.00,0.00,11.00,1,q1_q17_dr24_tce,5780.00,,,4.438,,,1.0000,,,295.293330,40.183308,13.322
7430876,K03193.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,32.612238100,2.2910000e-04,-2.2910000e-04,144.5506700,6.760000e-03,-6.760000e-03,1.2520,70.8800,-5.7840,2.88600,0.19700,-0.19700,1.3214e+03,8.020e+01,-8.020e+01,31.96,0.000e+00,0.000e+00,570.0,,,24.92,0.00,0.00,19.60,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,287.078920,43.068771,11.486
4843592,K04683.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.967073359,8.2200000e-07,-8.2200000e-07,131.6046020,6.880000e-04,-6.880000e-04,1.2220,0.6760,-0.1450,2.48750,0.05030,-0.05030,7.7350e+02,1.080e+01,-1.080e+01,28.15,7.880e+00,-3.630e+00,1867.0,,,2870.56,2362.35,-967.18,92.40,2,q1_q17_dr25_tce,5755.00,156.00,-190.00,4.402,0.105,-0.195,1.0220,0.2860,-0.1320,294.023470,39.924080,15.120
9602775,K04684.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,3.556427900,1.0010000e-04,-1.0010000e-04,133.5377000,2.630000e-02,-2.630000e-02,0.3590,0.1030,-0.3590,6.99800,0.91700,-0.91700,1.3140e+02,1.280e+01,-1.280e+01,0.80,1.200e-01,-6.000e-02,972.0,,,211.41,110.79,-46.74,12.30,1,q1_q17_dr25_tce,5404.00,178.00,-146.00,4.638,0.032,-0.097,0.6940,0.1090,-0.0470,297.197390,46.228260,15.927
8955709,K04471.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.942997994,1.7690000e-06,-1.7690000e-06,132.2446900,1.620000e-03,-1.620000e-03,0.1530,0.2900,-0.1530,1.16580,0.05420,-0.05420,5.3920e+02,2.270e+01,-2.270e+01,1.56,8.000e-02,-1.400e-01,1283.0,,,639.03,151.64,-166.60,29.20,2,q1_q17_dr25_tce,4499.00,121.00,-134.00,4.590,0.056,-0.020,0.6930,0.0380,-0.0600,292.859800,45.205791,15.878
7031430,K04472.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.566796775,3.4200000e-06,-3.4200000e-06,131.8381100,7.270000e-03,-7.270000e-03,0.9740,0.0390,-0.7010,5.47100,0.25100,-0.25100,1.4410e+02,8.800e+00,-8.800e+00,0.61,5.000e-02,-6.000e-02,931.0,,,176.94,42.82,-39.26,32.20,1,q1_q17_dr25_tce,3453.00,44.00,-44.00,4.892,0.036,-0.030,0.3580,0.0310,-0.0340,291.089290,42.590969,15.510
11912916,K04475.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,3.747883220,3.5920000e-05,-3.5920000e-05,134.1732400,8.860000e-03,-8.860000e-03,0.5440,0.4210,-0.3240,3.45000,0.23000,-0.23000,2.4260e+02,1.690e+01,-1.690e+01,1.32,2.600e-01,-1.100e-01,1031.0,,,266.76,164.72,-69.02,16.30,1,q1_q17_dr25_tce,5514.00,166.00,-166.00,4.569,0.034,-0.136,0.8260,0.1640,-0.0700,290.962430,50.272629,15.817
12108293,K04540.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.705455349,4.0780000e-06,-4.0780000e-06,131.6776400,5.010000e-03,-5.010000e-03,0.4470,0.0290,-0.4470,2.46900,0.14800,-0.14800,7.4900e+01,5.000e+00,-5.000e+00,0.64,1.100e-01,-4.000e-02,1693.0,,,1936.09,1019.96,-456.52,18.00,1,q1_q17_dr25_tce,5383.00,159.00,-143.00,4.614,0.035,-0.105,0.7360,0.1220,-0.0570,289.940190,50.652771,14.837
5301093,K07724.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,488.673530000,5.8790000e-02,-5.8790000e-02,519.7805000,6.740000e-02,-6.740000e-02,0.4320,0.0270,-0.4320,12.35000,2.50000,-2.50000,6.9100e+02,1.010e+02,-1.010e+02,2.03,3.200e-01,-1.400e-01,188.0,,,0.30,0.16,-0.08,8.20,1,q1_q17_dr25_tce,5218.00,184.00,-166.00,4.596,0.026,-0.104,0.7720,0.1220,-0.0560,298.122340,40.462349,15.747
9640946,K04542.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.089060570,1.2500000e-05,-1.2500000e-05,132.0391000,1.060000e-02,-1.060000e-02,0.2900,0.1720,-0.2900,2.74300,0.30300,-0.30300,7.6200e+01,9.100e+00,-9.100e+00,0.75,9.000e-02,-8.000e-02,1511.0,,,1235.96,522.11,-384.44,10.40,1,q1_q17_dr25_tce,5087.00,167.00,-152.00,4.463,0.104,-0.115,0.8810,0.1040,-0.1040,287.975040,46.353260,14.959
9776186,K04543.01,,FALSE POSITIVE,FALSE POSITIVE,0.2810,0,0,1,0,1.489221870,1.7990000e-05,-1.7990000e-05,132.3722000,1.020000e-02,-1.020000e-02,0.3930,0.0690,-0.3930,1.88200,0.17200,-0.17200,6.1360e+02,6.470e+01,-6.470e+01,2.50,0.000e+00,0.000e+00,1594.0,,,1524.19,0.00,0.00,10.80,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,294.155030,46.575706,17.352
9752973,K03162.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,0.716709761,1.1120000e-06,-1.1120000e-06,132.0510300,1.310000e-03,-1.310000e-03,0.9860,0.0180,-0.7290,0.69690,0.06020,-0.06020,6.8400e+01,4.600e+00,-4.600e+00,1.42,2.800e-01,-3.100e-01,2394.0,,,7725.24,4632.09,-3518.60,21.20,1,q1_q17_dr25_tce,6109.00,164.00,-164.00,4.229,0.234,-0.126,1.1730,0.2340,-0.2590,282.194790,46.522888,10.047
8044600,K04612.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,4.108381200,6.5590000e-05,-6.5590000e-05,134.8932000,1.490000e-02,-1.490000e-02,0.1480,0.3040,-0.1470,3.27900,0.22800,-0.22800,3.5280e+02,3.690e+01,-3.690e+01,1.62,4.600e-01,-1.500e-01,1058.0,,,295.63,253.66,-85.00,11.40,1,q1_q17_dr25_tce,5730.00,182.00,-202.00,4.545,0.035,-0.196,0.8700,0.2440,-0.0810,296.902040,43.839821,15.771
10991239,K03178.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.523629052,1.4780000e-06,-1.4780000e-06,131.6348700,2.430000e-03,-2.430000e-03,0.0450,0.2700,-0.0450,3.44300,0.12500,-0.12500,1.2200e+02,3.500e+00,-3.500e+00,46.33,1.191e+01,-1.130e+01,9801.0,,,2181689.59,1571356.92,-1069574.85,61.40,,,4136.00,89.00,-117.00,1.392,0.030,-0.029,44.4480,11.4190,-10.8390,298.235170,48.497890,10.863
9345819,K04615.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,1.045886350,1.1770000e-05,-1.1770000e-05,131.9887000,9.100000e-03,-9.100000e-03,0.2040,0.2590,-0.2040,2.83300,0.63700,-0.63700,1.0270e+02,1.150e+01,-1.150e+01,1.10,3.600e-01,-1.200e-01,1972.0,,,3582.91,3567.41,-1152.96,13.20,1,q1_q17_dr25_tce,6249.00,196.00,-239.00,4.428,0.054,-0.216,1.0760,0.3530,-0.1180,293.214140,45.825970,15.805
9180566,K04616.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,51.313460910,,,162.7018814,,,,,,3.94000,,,,,,,,,,,,,,,,,,,,,,,,,,,300.196500,45.513931,13.888
11092040,K04687.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,419.928980000,2.9340000e-02,-2.9340000e-02,134.7701000,5.670000e-02,-5.670000e-02,0.0299,0.4131,-0.0297,14.55000,1.60000,-1.60000,2.3350e+02,3.670e+01,-3.670e+01,1.51,5.600e-01,-1.800e-01,255.0,,,1.00,1.08,-0.32,7.50,,,6047.00,162.00,-185.00,4.431,0.076,-0.266,0.9880,0.3660,-0.1170,295.534610,48.677391,14.755
4851145,K04688.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.235214580,1.9360000e-05,-1.9360000e-05,131.9681000,1.970000e-02,-1.970000e-02,0.4580,0.0320,-0.4580,0.91800,0.94000,-0.94000,8.9500e+01,2.260e+01,-2.260e+01,0.93,2.500e-01,-9.000e-02,1713.0,,,2032.78,1633.68,-613.36,5.00,1,q1_q17_dr25_tce,5999.00,180.00,-198.00,4.494,0.044,-0.176,0.9590,0.2550,-0.1020,295.821140,39.975479,15.637
10292540,K04689.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.085229874,6.3900000e-06,-6.3900000e-06,132.1003600,4.350000e-03,-4.350000e-03,0.4390,0.1750,-0.4390,0.65200,0.22400,-0.22400,2.3810e+02,3.650e+01,-3.650e+01,1.37,3.700e-01,-1.300e-01,1632.0,,,1675.45,1379.29,-464.48,7.60,1,q1_q17_dr25_tce,5713.00,169.00,-186.00,4.554,0.035,-0.184,0.8510,0.2330,-0.0780,298.157170,47.331268,15.959
3732894,K04476.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.540379557,9.0280000e-06,-9.0280000e-06,132.0063700,5.640000e-03,-5.640000e-03,0.3290,0.1430,-0.3290,2.02600,0.15700,-0.15700,7.6900e+01,6.500e+00,-6.500e+00,0.81,2.000e-01,-1.300e-01,1581.0,,,1481.09,1082.22,-556.04,14.60,1,q1_q17_dr25_tce,5812.00,157.00,-157.00,4.408,0.153,-0.170,0.9140,0.2260,-0.1510,286.946470,38.885189,14.298
10220950,K04544.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,158.348345000,3.1880000e-03,-3.1880000e-03,260.2924000,1.690000e-02,-1.690000e-02,3.6550,5.5190,-0.0660,10.55000,0.64500,-0.64500,8.9900e+02,5.950e+01,-5.950e+01,372.86,1.026e+02,-4.412e+01,409.0,,,6.61,5.20,-2.16,17.60,1,q1_q17_dr25_tce,6521.00,155.00,-232.00,4.352,0.057,-0.172,1.2760,0.3510,-0.1510,296.622960,47.291142,15.028
10342316,K04547.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.933769620,7.8560000e-06,-7.8560000e-06,132.4211000,9.240000e-03,-9.240000e-03,1.1420,0.1010,-0.1670,7.02300,0.53000,-0.53000,1.2580e+02,5.900e+00,-5.900e+00,16.30,5.080e+00,-2.030e+00,1937.0,,,3343.62,3129.42,-1099.32,28.50,1,q1_q17_dr25_tce,6056.00,181.00,-199.00,4.448,0.084,-0.196,0.9750,0.3040,-0.1210,292.936610,47.499931,15.318
5305399,K07725.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,322.483810000,1.2600000e-02,-1.2600000e-02,189.1585000,2.240000e-02,-2.240000e-02,0.9380,0.0230,-0.6080,22.99000,1.70000,-1.70000,1.0234e+03,4.420e+01,-4.420e+01,3.50,1.070e+00,-3.600e-01,259.0,,,1.06,0.96,-0.30,27.00,1,q1_q17_dr25_tce,5968.00,161.00,-179.00,4.534,0.039,-0.221,0.8810,0.2710,-0.0900,298.930660,40.419102,14.760
12021811,K04905.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.739404894,2.5670000e-06,-2.5670000e-06,131.6990700,2.960000e-03,-2.960000e-03,0.0770,0.3800,-0.0770,1.75300,0.11000,-0.11000,2.4680e+02,1.430e+01,-1.430e+01,0.94,6.000e-02,-9.000e-02,1256.0,,,589.06,161.56,-162.97,21.00,1,q1_q17_dr25_tce,4205.00,126.00,-126.00,4.635,0.053,-0.021,0.6240,0.0400,-0.0600,296.090580,50.408772,15.962
3962684,K04908.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,25.949641315,,,148.9825267,,,0.9450,,,11.64110,,,6.7800e+01,,,2.06,1.150e+00,-1.150e+00,753.0,,,76.14,134.58,-62.86,7.60,1,q1_q17_dr25_tce,5109.00,169.00,-138.00,3.873,0.693,-0.297,1.9220,1.0740,-1.0740,293.682070,39.011120,13.956
4730442,K07702.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.710512150,8.4010000e-06,-8.4010000e-06,131.6581200,4.020000e-03,-4.020000e-03,0.0570,0.3890,-0.0570,1.28400,0.13200,-0.13200,4.2200e+01,4.900e+00,-4.900e+00,1.04,3.100e-01,-4.600e-01,2004.0,,,3820.16,3495.31,-2780.00,11.20,1,q1_q17_dr25_tce,5925.00,195.00,-177.00,3.989,0.495,-0.165,1.5890,0.4720,-0.7080,286.112000,39.803230,13.095
9643043,K03297.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,84.806281800,1.9080000e-04,-1.9080000e-04,192.3722700,1.760000e-03,-1.760000e-03,1.2650,31.2500,-0.1530,9.00060,0.09210,-0.09210,9.9360e+03,1.010e+02,-1.010e+02,36.51,1.010e+01,-3.380e+00,388.0,,,5.33,4.34,-1.40,121.60,1,q1_q17_dr25_tce,5735.00,155.00,-155.00,4.525,0.060,-0.180,0.8530,0.2360,-0.0790,289.150820,46.344151,15.808
7177555,K03299.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,17.996437160,1.7470000e-05,-1.7470000e-05,134.9105370,8.700000e-04,-8.700000e-04,1.1220,0.2240,-0.1820,4.16400,0.03460,-0.03460,3.6923e+04,3.670e+02,-3.670e+02,30.08,1.940e+00,-2.800e+00,468.0,,,11.31,3.40,-3.37,123.50,1,q1_q17_dr25_tce,4438.00,156.00,-172.00,4.606,0.052,-0.024,0.6660,0.0430,-0.0620,283.012820,42.723679,14.845
5802292,K04767.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.208528832,5.8760000e-06,-5.8760000e-06,131.9796300,4.690000e-03,-4.690000e-03,0.0390,0.4140,-0.0390,1.33600,0.14400,-0.14400,1.8080e+02,2.210e+01,-2.210e+01,1.25,3.900e-01,-1.300e-01,1725.0,,,2084.15,2042.41,-655.88,10.60,1,q1_q17_dr25_tce,6072.00,211.00,-232.00,4.510,0.052,-0.208,0.9230,0.2900,-0.0970,295.109590,41.075790,15.912
5126932,K07718.01,,FALSE POSITIVE,FALSE POSITIVE,0.1160,1,0,0,0,208.187117850,,,146.5337609,,,0.3210,,,2.54040,,,3.9470e+02,,,1.99,0.000e+00,0.000e+00,307.0,,,2.10,0.00,0.00,4.20,2,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,298.463810,40.216812,12.793
10034146,K04835.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.931985040,1.2300000e-06,-1.2300000e-06,131.6289700,1.100000e-03,-1.100000e-03,1.1900,2.1230,-0.0760,2.04720,0.07340,-0.07340,3.2660e+02,9.000e+00,-9.000e+00,17.72,2.630e+00,-2.390e+00,1647.0,,,1734.47,836.30,-584.97,44.50,2,q1_q17_dr25_tce,5470.00,163.00,-163.00,4.509,0.105,-0.105,0.7770,0.1150,-0.1050,299.525270,46.917549,14.477
4175105,K04836.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.608185080,1.1560000e-06,-1.1560000e-06,131.6227500,1.500000e-03,-1.500000e-03,1.8350,4.5210,-0.1500,0.90900,0.11400,-0.11400,1.4470e+02,9.600e+00,-9.600e+00,96.03,2.688e+01,-1.565e+01,2298.0,,,6637.90,5456.06,-2570.58,18.90,1,q1_q17_dr25_tce,5981.00,161.00,-197.00,4.372,0.144,-0.192,1.0430,0.2920,-0.1700,295.585480,39.299259,14.538
2437897,K04909.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.653201440,1.6030000e-05,-1.6030000e-05,132.4098800,7.870000e-03,-7.870000e-03,0.1480,0.3990,-0.1480,1.52500,0.53600,-0.53600,1.3210e+02,3.110e+01,-3.110e+01,0.74,6.000e-02,-7.000e-02,1059.0,,,296.80,87.47,-78.07,6.70,1,q1_q17_dr25_tce,4544.00,123.00,-136.00,4.609,0.056,-0.024,0.6610,0.0520,-0.0580,290.261780,37.787189,15.762
9307966,K04910.01,,FALSE POSITIVE,FALSE POSITIVE,0.0720,0,0,1,0,3.374875410,4.0660000e-05,-4.0660000e-05,132.4897700,9.950000e-03,-9.950000e-03,0.3890,0.0740,-0.3890,3.08500,0.33500,-0.33500,5.3800e+01,7.500e+00,-7.500e+00,0.75,2.400e-01,-8.000e-02,1287.0,,,649.96,617.11,-200.15,8.30,1,q1_q17_dr25_tce,6181.00,171.00,-214.00,4.464,0.052,-0.208,1.0060,0.3240,-0.1080,300.758970,45.717880,13.858
5556726,K03223.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.962825082,3.2490000e-06,-3.2490000e-06,132.2137500,3.600000e-03,-3.600000e-03,0.0880,0.3170,-0.0880,2.84640,0.09860,-0.09860,1.1810e+02,3.500e+00,-3.500e+00,5.18,1.060e+00,-1.590e+00,3265.0,,,26811.24,15306.88,-15192.06,40.70,1,q1_q17_dr25_tce,4898.00,97.00,-122.00,3.212,0.228,-0.171,4.9280,1.0110,-1.5160,297.620540,40.763020,12.173
2554853,K04911.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,309.494217000,8.2360000e-03,-8.2360000e-03,375.9225000,1.190000e-02,-1.190000e-02,0.0542,0.4156,-0.0542,13.71600,0.49500,-0.49500,2.9200e+02,2.240e+01,-2.240e+01,2.79,1.250e+00,-7.200e-01,399.0,,,6.01,7.87,-3.14,14.50,,,6908.00,173.00,-234.00,4.085,0.219,-0.243,1.6140,0.7210,-0.4190,286.027500,37.894470,12.512
7889486,K03300.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,1,1,1,24.238251900,2.9170000e-04,-2.9170000e-04,136.6211800,8.590000e-03,-8.590000e-03,0.8200,0.0030,-0.5850,2.70300,0.24000,-0.24000,4.6550e+02,4.950e+01,-4.950e+01,2.19,6.600e-01,-1.800e-01,597.0,,,29.92,27.52,-8.00,11.30,2,q1_q17_dr25_tce,5763.00,182.00,-202.00,4.527,0.036,-0.204,0.9040,0.2730,-0.0730,291.282960,43.608238,15.752
7889486,K03300.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,24.241610300,5.5310000e-04,-5.5310000e-04,155.0323000,1.880000e-02,-1.880000e-02,0.0690,0.3920,-0.0680,5.13700,0.97500,-0.97500,3.2340e+02,2.340e+01,-2.340e+01,1.61,4.900e-01,-1.300e-01,596.0,,,29.92,27.52,-8.00,10.80,1,q1_q17_dr25_tce,5763.00,182.00,-202.00,4.527,0.036,-0.204,0.9040,0.2730,-0.0730,291.282960,43.608238,15.752
8233802,K03302.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,69.378859700,6.6380000e-04,-6.6380000e-04,154.1913700,9.230000e-03,-9.230000e-03,0.5390,0.4330,-0.3130,3.80700,0.23200,-0.23200,5.3040e+02,3.810e+01,-3.810e+01,2.07,6.000e-01,-2.000e-01,421.0,,,7.40,6.25,-2.05,16.80,1,q1_q17_dr25_tce,5806.00,156.00,-174.00,4.529,0.050,-0.200,0.8740,0.2520,-0.0840,291.972530,44.129990,14.854
6116035,K04769.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,449.572740000,1.8500000e-02,-1.8500000e-02,153.3061000,2.060000e-02,-2.060000e-02,0.2059,0.2424,-0.2057,9.32800,0.87600,-0.87600,2.2140e+02,2.570e+01,-2.570e+01,3.08,1.450e+00,-1.410e+00,333.0,,,2.89,4.24,-2.14,14.10,,,5691.00,195.00,-170.00,3.842,0.446,-0.255,2.0790,0.9730,-0.9510,289.439060,41.492977,13.679
