pl_name,hostname,pl_orbper,pl_rade,pl_masse,disc_year,discoverymethod
K2-393 b,K2-393,10.413181,2.352,,2022,Transit
HD 101930 b,HD 101930,70.46,,,2005,Radial Velocity
Kepler-181 b,Kepler-181,3.137873,1.27,,2014,Transit
Kepler-916 b,Kepler-916,32.2968798,1.76,,2016,Transit
TOI-2803 A b,TOI-2803 A,1.96229325,18.11371281,309.88269682,2023,Transit
WASP-53 b,WASP-53,3.3098443,12.038466,677.61356,2017,Transit
HD 112300 b,HD 112300,466.63,,,2023,Radial Velocity
Kepler-129 b,Kepler-129,15.79,2.4,,2014,Transit
K2-247 b,K2-247,2.25021,2.12,,2018,Transit
Kepler-1966 b,Kepler-1966,8.617429733,1.10479327,,2021,Transit
Kepler-62 d,Kepler-62,18.16406,1.95,14.0,2013,Transit
HD 47366 c,HD 47366,677.53,,,2016,Radial Velocity
Kepler-1834 b,Kepler-1834,4.603010178,1.4593834,,2021,Transit
Kepler-755 c,Kepler-755,2.853133644,1.26,,2016,Transit
TOI-199 b,TOI-199,104.854,9.07927437,54.03082919,2023,Transit
Kepler-1814 b,Kepler-1814,2.935359955,2.36961357,,2021,Transit
TOI-1758 b,TOI-1758,20.705074685,3.62,,2024,Transit
WD 0806-661 b,WD 0806-661,,,2542.627256,2011,Imaging
Kepler-333 b,Kepler-333,12.551158,1.32,,2014,Transit
Kepler-765 b,Kepler-765,27.6655226,2.43,,2016,Transit
Kepler-637 b,Kepler-637,23.20584623,4.75,,2016,Transit
HD 141399 c,HD 141399,201.99,,,2014,Radial Velocity
Kepler-784 b,Kepler-784,31.5922646,1.58,,2016,Transit
Kepler-1338 b,Kepler-1338,0.935118057,0.92,,2016,Transit
K2-272 b,K2-272,14.4536756,3.13,,2018,Transit
HATS-41 b,HATS-41,4.193649,14.90797,3082.951,2018,Transit
GJ 687 b,GJ 687,38.142,,,2014,Radial Velocity
HAT-P-25 b,HAT-P-25,3.65281514,12.722215,180.84527,2010,Transit
Kepler-288 c,Kepler-288,19.305772,2.85,,2014,Transit
EPIC 212587672 b,EPIC 212587672,15.28078,1.26,,2019,Transit
Kepler-247 c,Kepler-247,9.439452,4.09,,2014,Transit
kap And b,kap And,,,4327.36,2012,Imaging
Kepler-1751 b,Kepler-1751,7.017310143,1.82417378,,2021,Transit
Kepler-292 b,Kepler-292,2.580827,1.32,,2014,Transit
PSR J2322-2650 b,PSR J2322-2650,0.322963997,,,2017,Pulsar Timing
HD 189733 b,HD 189733,2.21857567,12.66617,359.1479,2005,Radial Velocity
Kepler-1194 b,Kepler-1194,16.22371307,1.51,,2016,Transit
Kepler-1887 b,Kepler-1887,19.94750023,2.92454357,,2021,Transit
Kepler-1158 b,Kepler-1158,13.5396293,2.34,,2016,Transit
GJ 667 C g,GJ 667 C,256.2,,,2013,Radial Velocity
TOI-3331 A b,TOI-3331 A,2.0180231,12.97999965,721.47048389,2022,Transit
HD 30669 b,HD 30669,1684.0,,,2014,Radial Velocity
Kepler-170 b,Kepler-170,7.930592,3.2,,2014,Transit
Kepler-610 c,Kepler-610,151.86392,3.3,,2016,Transit
HD 37605 b,HD 37605,55.01292,,,2004,Radial Velocity
Kepler-56 d,Kepler-56,1002.0,,,2016,Radial Velocity
HD 233832 b,HD 233832,2058.0,,,2018,Radial Velocity
HR 8799 c,HR 8799,69000.0,13.0,3000.0,2008,Imaging
K2-158 b,K2-158,10.06049,2.64,,2018,Transit
2MASS J19383260+4603591 b,2MASS J19383260+4603591,406.0,,,2015,Eclipse Timing Variations
Kepler-110 c,Kepler-110,31.719775,2.21,,2014,Transit
GJ 849 b,GJ 849,1925.31,,,2006,Radial Velocity
HD 116029 c,HD 116029,907.0,,,2018,Radial Velocity
Kepler-1449 b,Kepler-1449,13.2274528,1.68,,2016,Transit
HD 205739 b,HD 205739,279.8,,,2008,Radial Velocity
Kepler-1008 b,Kepler-1008,12.43931193,1.28,,2016,Transit
HD 194490 b,HD 194490,13092.18348,,3561.90295725,2022,Radial Velocity
Kepler-1053 b,Kepler-1053,2.414351654,0.98,,2016,Transit
WASP-161 b,WASP-161,5.4060425,12.811887,791.3967,2018,Transit
Kepler-197 c,Kepler-197,10.349695,1.23,,2014,Transit
K2-375 b,K2-375,14.453895,2.243,,2022,Transit
HD 103774 b,HD 103774,5.8881,,,2013,Radial Velocity
Kepler-122 f,Kepler-122,56.268,1.75,36.0,2014,Transit Timing Variations
TOI-1249 b,TOI-1249,13.079151,3.2710301,11.9,2024,Transit
K2-387 b,K2-387,28.735327,7.322,,2022,Transit
Kepler-1256 b,Kepler-1256,12.4127754,1.49,,2016,Transit
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,,,6356.56814,2024,Microlensing
TrES-1 b,TrES-1,3.03007,12.66617,266.9772,2004,Transit
K2-351 b,K2-351,7.806164,2.54,,2021,Transit
HD 210702 b,HD 210702,355.5,,,2007,Radial Velocity
Kepler-118 b,Kepler-118,7.518496,1.96,,2014,Transit
Kepler-1444 b,Kepler-1444,33.42035034,2.18,,2016,Transit
Kepler-1323 b,Kepler-1323,0.929906678,1.52,,2016,Transit
Kepler-1532 b,Kepler-1532,1.093663559,1.35,,2016,Transit
K2-138 e,K2-138,8.26146,3.39,12.97,2017,Transit
HAT-P-50 b,HAT-P-50,3.1220109,14.437192,429.0705,2015,Transit
K2-368 c,K2-368,9.660186,1.361,,2022,Transit
NGTS-30 b,NGTS-30,98.29838,10.40193409,305.11527072,2024,Transit
Kepler-1423 b,Kepler-1423,23.955378,1.06,,2016,Transit
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,,,301.93698665,2022,Microlensing
Kepler-245 b,Kepler-245,7.49019,2.57,,2014,Transit
Kepler-1615 b,Kepler-1615,47.3126192,2.06,,2016,Transit
Kepler-312 b,Kepler-312,1.772419,1.29,,2014,Transit
Kepler-60 b,Kepler-60,7.1334,1.71,4.19,2012,Transit
Kepler-856 b,Kepler-856,8.027680595,9.3,,2016,Transit
Kepler-1202 b,Kepler-1202,28.6851324,2.94,,2016,Transit
GJ 3293 c,GJ 3293,122.6196,,,2015,Radial Velocity
HD 136352 d,HD 136352,107.245,2.562,8.82,2019,Radial Velocity
GJ 876 b,GJ 876,61.1166,,723.2235,1998,Radial Velocity
Kepler-1651 b,Kepler-1651,9.87863917,1.84,,2017,Transit
K2-275 b,K2-275,3.2809626,2.34,,2018,Transit
TOI-4465 b,TOI-4465,101.94054,14.01122587,1872.00931723,2025,Transit
TOI-5800 b,TOI-5800,2.627882,2.68,10.8,2025,Transit
Kepler-1162 b,Kepler-1162,32.5637069,2.21,,2016,Transit
Kepler-292 c,Kepler-292,3.715335,1.47,,2014,Transit
WASP-39 b,WASP-39,4.0552842,,,2011,Transit
Kepler-435 b,Kepler-435,8.6001536,22.31,266.97,2015,Transit
Kepler-352 c,Kepler-352,16.332995,1.24,,2014,Transit
CoRoT-14 b,CoRoT-14,1.51214,12.22,2415.4,2010,Transit
HATS-35 b,HATS-35,1.8209993,16.409976,388.38826,2016,Transit
TOI-4504 c,TOI-4504,82.97213,11.09689089,1197.32317485,2024,Transit
K2-388 b,K2-388,6.339069,3.66,,2022,Transit
HD 19615 b,HD 19615,402.0,,,2022,Radial Velocity
Kepler-1141 b,Kepler-1141,2.344511944,0.82,,2016,Transit
HD 183579 b,HD 183579,17.471291,3.49,20.4,2021,Transit
Kepler-671 b,Kepler-671,4.280958588,2.69,,2016,Transit
Kepler-1542 b,Kepler-1542,3.95116882,0.76,,2016,Transit
Kepler-182 c,Kepler-182,20.684342,3.43,,2014,Transit
WASP-193 b,WASP-193,6.2463345,16.40994774,44.17814857,2023,Transit
K2-99 b,K2-99,18.24783,11.88151954,276.51071409,2016,Transit
Kepler-783 c,Kepler-783,7.05395,2.33153725,,2020,Transit
GJ 414 A c,GJ 414 A,749.83,8.4,,2021,Radial Velocity
HAT-P-17 b,HAT-P-17,10.33852,11.76945,184.3414,2010,Transit
TYC 2187-512-1 b,TYC 2187-512-1,691.9,,,2022,Radial Velocity
YZ Cet b,YZ Cet,2.02087,,,2017,Radial Velocity
HR 858 b,HR 858,3.585287,2.004,3.55,2019,Transit
Kepler-447 b,Kepler-447,7.79430132,18.49,435.41,2015,Transit
TIC 434398831 c,TIC 434398831,6.210291,5.63,,2025,Transit
Kepler-1485 b,Kepler-1485,19.9157725,1.47,,2016,Transit
TOI-2010 b,TOI-2010,141.834025,11.81426566,408.7273314,2023,Transit
HD 153557 c,HD 153557,15.27018,,,2022,Radial Velocity
Kepler-1394 b,Kepler-1394,3.93766373,1.39,,2016,Transit
Kepler-56 b,Kepler-56,10.5016,6.51,22.1,2012,Transit
Kepler-1220 b,Kepler-1220,7.42693741,1.52,,2016,Transit
K2-36 c,K2-36,5.340888,3.2,7.9,2016,Transit
Kepler-573 b,Kepler-573,22.18329658,2.79,,2016,Transit
TOI-1278 b,TOI-1278,14.47567,12.21778896,5879.8255295,2021,Transit
Kepler-1787 b,Kepler-1787,39.31370163,2.31898181,,2021,Transit
Kepler-1988 b,Kepler-1988,11.49500229,1.53,,2023,Transit
Kepler-280 b,Kepler-280,2.139542,1.45,,2014,Transit
HD 104067 c,HD 104067,13.8992,,,2024,Radial Velocity
K2-88 b,K2-88,4.6122,1.23,,2016,Transit
HIP 74890 b,HIP 74890,822.3,,,2016,Radial Velocity
K2-190 c,K2-190,21.574023,1.09308317,,2018,Transit
Kepler-1214 b,Kepler-1214,18.82634264,2.36,,2016,Transit
Kepler-1978 b,Kepler-1978,10.84969477,2.67,,2023,Transit
Kepler-20 d,Kepler-20,77.611455,2.606,13.4,2011,Transit
NGTS-8 b,NGTS-8,2.4997,12.21781,295.5819,2019,Transit
HD 22946 d,HD 22946,47.42489,2.607,26.57,2023,Transit
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,2560.0,,2622.08435775,2023,Imaging
HD 65216 b,HD 65216,577.6,,,2003,Radial Velocity
Kepler-248 c,Kepler-248,16.239494,4.07,,2014,Transit
K2-282 b,K2-282,4.169783,2.5,,2018,Transit
TOI-2274 b,TOI-2274,2.67963,2.45,,2024,Transit
BD+15 2940 b,BD+15 2940,137.48,,,2013,Radial Velocity
Kepler-1642 b,Kepler-1642,12.2057513,3.2,,2016,Transit
Kepler-711 b,Kepler-711,23.58914398,3.41,,2016,Transit
TOI-907.01,TOI-907,4.5849129,9.6158851,,2024,Transit
HIP 91258 b,HIP 91258,5.0505,,,2013,Radial Velocity
TOI-2459 b,TOI-2459,19.104718,2.9531,,2023,Transit
TOI-1670 c,TOI-1670,40.74976,11.06326395,200.23189641,2022,Transit
Kepler-685 b,Kepler-685,1.6255222,10.58,,2016,Transit
HD 153950 b,HD 153950,499.39999,,,2008,Radial Velocity
HD 95872 b,HD 95872,4375.0,,,2015,Radial Velocity
K2-233 d,K2-233,24.3645,2.358,21.14,2018,Transit
Kepler-1117 b,Kepler-1117,4.79028459,1.11,,2016,Transit
Kepler-1990 c,Kepler-1990,4.06844957,0.98,,2023,Transit
K2-133 c,K2-133,4.86784,1.603,,2017,Transit
K2-369 b,K2-369,5.761612,1.313,,2022,Transit
K2-414 b,K2-414,4.3696,1.219,,2022,Transit
HD 60532 c,HD 60532,600.1,,,2008,Radial Velocity
WASP-35 b,WASP-35,3.16158,14.5717,225.6593,2011,Transit
HD 204941 b,HD 204941,1733.0,,,2011,Radial Velocity
Kepler-468 b,Kepler-468,38.478757067,13.34,,2016,Transit
Kepler-256 b,Kepler-256,1.620493,1.59,,2014,Transit
TOI-3757 b,TOI-3757,3.438753,12.0,85.3,2022,Transit
Kepler-482 b,Kepler-482,56.35418576,2.36,,2016,Transit
Kepler-709 b,Kepler-709,16.08524954,2.92,,2016,Transit
HD 38529 c,HD 38529,2127.60566,,3299.05886466,2000,Radial Velocity
Kepler-851 b,Kepler-851,8.50699658,1.68,,2016,Transit
DMPP-4 b,DMPP-4,3.4982,,,2023,Radial Velocity
K2-148 c,K2-148,6.9226,1.73,,2018,Transit
EPIC 201754305 d,K2-16,2.71578,1.03,,2019,Transit
GJ 581 c,GJ 581,12.9211,,6.81,2007,Radial Velocity
Kepler-234 c,Kepler-234,7.21205,3.51,,2014,Transit
DMPP-2 b,DMPP-2,5.2072,,,2019,Radial Velocity
OGLE-2016-BLG-1800L b,OGLE-2016-BLG-1800L,,,823.17557413,2024,Microlensing
HD 45184 c,HD 45184,13.1354,,,2019,Radial Velocity
Kepler-744 b,Kepler-744,12.06222443,1.62,,2016,Transit
Kepler-11 d,Kepler-11,22.6845,3.12,7.3,2010,Transit
Kepler-1332 b,Kepler-1332,11.87456832,1.37,,2016,Transit
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,2800.0,,10.4,2011,Microlensing
K2-8 c,K2-8,5.06416,2.41,,2016,Transit
Kepler-254 b,Kepler-254,5.826662,3.87,,2014,Transit
K2-285 e,K2-285,14.76289,1.95,10.7,2018,Transit
Kepler-1515 b,Kepler-1515,214.3114164,9.55,,2016,Transit
Kepler-1588 b,Kepler-1588,7.84931739,0.76,,2016,Transit
Kepler-945 b,Kepler-945,31.0033814,2.63,,2016,Transit
Kepler-1103 b,Kepler-1103,19.79191978,2.27,,2016,Transit
Kepler-339 d,Kepler-339,10.558345,1.17,,2014,Transit
K2-317 b,K2-317,6.22,2.93,,2020,Transit
Kepler-116 c,Kepler-116,13.07163,2.3,,2014,Transit
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,,,140.0,2019,Microlensing
Kepler-1920 b,Kepler-1920,30.2541008,2.95415848,,2021,Transit
K2-148 d,K2-148,9.7579,1.64,,2018,Transit
Ross 508 b,Ross 508,10.77,,,2022,Radial Velocity
K2-266 e,K2-266,19.482,2.73,14.3,2018,Transit
HD 238914 b,HD 238914,4100.0,,,2018,Radial Velocity
WASP-132 c,WASP-132,1.01153624,1.841,6.26,2022,Transit
Kepler-192 c,Kepler-192,21.2234,2.79,,2014,Transit
Kepler-1995 b,Kepler-1995,73.7578875,4.28,,2023,Transit
K2-89 b,K2-89,1.096026,0.615,,2016,Transit
Kepler-409 b,Kepler-409,68.9583216,1.199,6.0,2014,Transit
Kepler-299 d,Kepler-299,15.054786,1.86,,2014,Transit
51 Eri b,51 Eri,,,635.66,2015,Imaging
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,,,1500.0,2014,Microlensing
Kepler-376 b,Kepler-376,4.920199,1.07,,2014,Transit
Kepler-1603 b,Kepler-1603,2.27163926,1.29,,2016,Transit
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,,,3020.0,2019,Microlensing
Kepler-570 b,Kepler-570,4.301662003,2.45,,2016,Transit
Kepler-203 c,Kepler-203,5.370647,2.47,,2014,Transit
HD 80869 b,HD 80869,1752.92067,,1609.80088146,2021,Radial Velocity
pi Men c,HD 39091,6.267852,2.11,4.3,2018,Transit
K2-5 c,K2-5,10.93241,2.26,,2015,Transit
Kepler-124 b,Kepler-124,3.410493,0.73,,2014,Transit
HD 106515 A b,HD 106515 A,3586.86089,,3025.09077783,2012,Radial Velocity
HATS-62 b,HATS-62,3.2768837,11.825495,56.89157,2018,Transit
Kepler-393 c,Kepler-393,14.613612,1.33,,2014,Transit
HD 39194 b,HD 39194,5.6368,,,2021,Radial Velocity
HAT-P-19 b,HAT-P-19,4.00878322,11.29865255,88.03846874,2010,Transit
K2-239 b,K2-239,5.24,1.1,,2018,Transit
Kepler-224 e,Kepler-224,18.643577,1.97,,2014,Transit
TOI-2567 b,TOI-2567,5.983944,10.92875618,63.88350981,2022,Transit
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,,,3248.20631954,2022,Microlensing
Kepler-975 c,Kepler-975,5.05821338,10.69,,2023,Transit
HD 109833 c,HD 109833,13.900148,2.59,,2022,Transit
Kepler-949 c,Kepler-949,20.99757968,2.97,,2023,Transit
HD 24040 b,HD 24040,3668.0,,,2006,Radial Velocity
Kepler-82 d,Kepler-82,2.382961,1.77,,2014,Transit
Kepler-141 b,Kepler-141,3.107675,0.69,,2014,Transit
Kepler-4 b,Kepler-4,3.21346,4.002,24.472,2009,Transit
K2-44 b,K2-44,5.657,2.433,,2016,Transit
Kepler-810 b,Kepler-810,4.59725385,1.93,,2016,Transit
HD 10180 d,HD 10180,16.357,,,2010,Radial Velocity
75 Cet c,75 Cet,2051.62,,,2023,Radial Velocity
Kepler-142 c,Kepler-142,4.761702,2.86,,2014,Transit
TOI-2285 b,TOI-2285,13.635109,1.77,,2021,Transit
Kepler-793 b,Kepler-793,4.24153639,1.37,,2016,Transit
TOI-7041 b,TOI-7041,9.691,11.43316031,114.41822652,2025,Transit
Kepler-1198 b,Kepler-1198,7.6847716,1.47,,2016,Transit
Kepler-1084 b,Kepler-1084,2.05333679,1.11,,2016,Transit
Kepler-23 c,Kepler-23,10.74,3.005,7.81,2011,Transit
Kepler-9 c,Kepler-9,38.9853,8.08,29.9,2010,Transit
K2-13 b,K2-13,39.91488,1.89,,2015,Transit
WASP-66 b,WASP-66,4.08605,15.6926,746.9005,2012,Transit
TOI-3629 b,TOI-3629,3.936551,8.29464572,82.63538582,2022,Transit
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,,,2700.0,2017,Microlensing
EPIC 212499991 b,EPIC 212499991,34.885,1.6,,2019,Transit
HD 82943 b,HD 82943,441.47,,534.25,2003,Radial Velocity
7 CMa b,7 CMa,735.1,,,2011,Radial Velocity
PSR J1719-1438 b,PSR J1719-1438,0.090706293,,382.8,2011,Pulsar Timing
Kepler-913 c,Kepler-913,5.939119816,3.8580709,,2021,Transit
HD 38283 b,HD 38283,363.20001,,,2010,Radial Velocity
K2-407 b,K2-407,4.941907,1.283,,2022,Transit
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,,,60.38739733,2022,Microlensing
Kepler-1004 b,Kepler-1004,5.28789787,6.28,,2016,Transit
Kepler-26 b,Kepler-26,12.28,2.78,5.12,2011,Transit
Kepler-103 b,Kepler-103,15.9653287,3.486,9.8,2014,Transit
HD 11755 b,HD 11755,433.70001,,,2015,Radial Velocity
GJ 676 A e,GJ 676 A,35.47358,,,2012,Radial Velocity
KOI-351 e,KOI-351,91.93913,2.66,,2013,Transit
TOI-1347 b,TOI-1347,0.84742346,1.8,11.1,2024,Transit
K2-63 c,K2-63,25.4556,3.9,,2016,Transit
Kepler-391 c,Kepler-391,20.485435,3.54,,2014,Transit
Kepler-37 d,Kepler-37,39.7922622,2.03,2.0,2013,Transit
LSPM J2116+0234 b,LSPM J2116+0234,14.4399,,,2019,Radial Velocity
HD 102117 b,HD 102117,20.8133,,,2005,Radial Velocity
Kepler-18 c,Kepler-18,7.64159,5.49,17.3,2011,Transit
Kepler-1609 b,Kepler-1609,114.34219,2.22,,2016,Transit
HD 171238 b,HD 171238,1532.0,,,2009,Radial Velocity
YZ Cet c,YZ Cet,3.05989,,,2017,Radial Velocity
K2-281 b,K2-281,8.687721,8.18,,2018,Transit
Kepler-230 c,Kepler-230,91.773242,2.04,,2014,Transit
TOI-451 b,TOI-451,1.858703,1.91,,2020,Transit
Kepler-1890 b,Kepler-1890,4.820590019,0.86867375,,2021,Transit
HD 60292 b,HD 60292,495.4,,,2020,Radial Velocity
Kepler-1240 b,Kepler-1240,4.8663815,1.15,,2016,Transit
HATS-59 c,HATS-59,1422.0,,,2018,Radial Velocity
K2-353 b,K2-353,15.466805,5.55,,2021,Transit
TOI-2068 b,TOI-2068,7.768915,1.821,,2024,Transit
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,,,38.13940884,2022,Microlensing
Kepler-798 b,Kepler-798,13.71933369,2.39,,2016,Transit
WASP-6 b,WASP-6,3.36101,11.54527,117.5971,2009,Transit
Kepler-164 e,Kepler-164,94.886902,4.24,,2023,Transit
Kepler-1669 b,Kepler-1669,9.51216,2.78043818,,2020,Transit
HD 28109 b,HD 28109,22.89104,2.199,18.496,2022,Transit
Kepler-58 b,Kepler-58,10.2184954,2.78,35.5,2012,Transit
TOI-2374 b,TOI-2374,4.31361,6.81,56.64,2024,Transit
WASP-189 b,WASP-189,2.724033,18.14733975,632.47852993,2020,Transit
HD 43197 b,HD 43197,308.92072,,,2010,Radial Velocity
Kepler-351 b,Kepler-351,37.054919,3.06,,2014,Transit
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,,,3500.0,2012,Microlensing
HAT-P-17 c,HAT-P-17,5584.0,,,2010,Radial Velocity
K2-58 c,K2-58,2.53726,1.62,,2016,Transit
KOI-1783.02,KOI-1783,284.215,5.44,15.0,2020,Transit
Kepler-489 b,Kepler-489,17.276296119,7.72,,2016,Transit
HD 73583 c,HD 73583,18.87974,2.39,9.7,2022,Transit
TYC 1422-614-1 c,TYC 1422-614-1,559.3,,,2014,Radial Velocity
TOI-198 b,TOI-198,10.2152,1.44,,2023,Transit
Kepler-1679 b,Kepler-1679,9.75376,2.0692036,,2020,Transit
HAT-P-38 b,HAT-P-38,4.640382,9.247,84.857,2012,Transit
HD 96992 b,HD 96992,514.0,,,2021,Radial Velocity
Kepler-1772 b,Kepler-1772,3.215090036,2.68609988,,2021,Transit
Kepler-167 b,Kepler-167,4.3931539,1.718,,2014,Transit
Kepler-1537 b,Kepler-1537,1.444453798,1.18,,2016,Transit
Kepler-1643 b,Kepler-1643,5.342657,2.32,,2016,Transit
HAT-P-34 b,HAT-P-34,5.452654,13.417173,1058.3739,2011,Transit
Kepler-502 b,Kepler-502,4.28686431,4.77,,2016,Transit
Kepler-1191 b,Kepler-1191,5.60014851,1.51,,2016,Transit
Kepler-246 c,Kepler-246,11.187161,1.5,,2014,Transit
FU Tau b,FU Tau,,,5085.28,2008,Imaging
K2-138 f,K2-138,12.75758,2.904,1.63,2017,Transit
HD 74156 b,HD 74156,51.63564,,,2003,Radial Velocity
Kepler-361 b,Kepler-361,8.486616,1.45,,2014,Transit
Kepler-416 d,Kepler-416,3.07644709,1.61,,2023,Transit
Kepler-1475 b,Kepler-1475,82.177374,2.92,,2016,Transit
Kepler-1607 b,Kepler-1607,13.6473676,0.92,,2016,Transit
HD 22781 b,HD 22781,528.07,,,2011,Radial Velocity
HD 65216 c,HD 65216,5370.0,,,2013,Radial Velocity
HATS-16 b,HATS-16,2.686502,14.5717,1039.3041,2016,Transit
HD 137496 b,HD 137496,1.62116,1.31,4.04,2021,Transit
Kepler-224 b,Kepler-224,3.132924,1.39,,2014,Transit
HD 15337 b,HD 15337,4.7559804,1.77,6.519,2019,Transit
K2-352 d,K2-352,14.871387,2.23,,2021,Transit
Kepler-331 c,Kepler-331,17.28111,1.84,,2014,Transit
Kepler-1989 b,Kepler-1989,10.161023528,4.62,,2023,Transit
Kepler-178 b,Kepler-178,9.576694,2.9,,2014,Transit
Kepler-680 b,Kepler-680,3.689926291,2.42,,2016,Transit
Kepler-934 b,Kepler-934,55.6738309,2.09,,2016,Transit
TOI-1269 b,TOI-1269,4.2529913,2.40144286,6.4,2024,Transit
Kepler-1525 b,Kepler-1525,2.416601183,0.91,,2016,Transit
TOI-778 b,TOI-778,4.633611,15.4,878.0,2023,Transit
K2-18 b,K2-18,32.939623,2.37,8.92,2015,Transit
